,type,title,release_year,rating,duration,is_adult,polarity,subjectivity,continent
5291,TV Show,Street Food,2019,7.9,1,0,0.05,0.05,North America
5292,Movie,The Sapphires,2012,7.0,99,0,0.0,0.0,Oceania
5293,Movie,Enissa Amani: Ehrenwort,2018,5.4,66,0,0.06818181818181818,0.25,Europe
5294,Movie,Kickboxer: Retaliation,2017,5.0,110,0,-0.15000000000000002,0.25,North America
5295,Movie,The Daughter,2015,7.5,95,0,-0.7,0.85,Oceania
5297,Movie,Aurora,2018,8.3,98,0,-0.2,0.225,Asia
5298,Movie,Goosebumps 2: Haunted Halloween,2018,4.8,90,0,0.5,1.0,North America
5299,Movie,Love Station,2011,5.6,97,0,0.2142857142857143,0.40714285714285714,Africa
5301,Movie,Shattered Memories,2018,4.1,86,0,0.03333333333333334,0.4611111111111111,North America
5304,Movie,The Ugly Truth,2009,7.7,96,0,-0.39999999999999997,0.7,North America
5305,Movie,Bill Nye: Science Guy,2017,5.9,97,0,-0.05000000000000001,0.39166666666666666,North America
5307,Movie,Psychokinesis,2018,6.9,102,0,0.08333333333333333,0.5333333333333333,Asia
5308,Movie,Dear Zindagi,2016,7.4,149,0,0.225,0.35625,Asia
5309,Movie,Shepherds and Butchers,2016,6.8,106,0,0.05,0.25,Africa
5310,Movie,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,2016,6.3,108,0,0.0,0.16666666666666666,Europe
5311,Movie,Vir Das: Abroad Understanding,2017,6.9,66,0,0.08787878787878789,0.6018181818181818,North America
5312,Movie,Democrats,2014,6.0,99,0,-0.2159090909090909,0.41988636363636367,Europe
5313,Movie,Fireflies,2013,6.8,99,0,0.0625,0.2375,Asia
5314,Movie,Furthest Witness,2017,4.2,88,0,0.27361111111111114,0.6097222222222223,North America
5315,Movie,Kevin James: Never Don't Give Up,2018,6.1,62,0,0.4285714285714286,0.5357142857142857,North America
5316,Movie,The Magic Pill,2017,7.1,90,0,0.08333333333333336,0.8166666666666668,North America
5317,TV Show,I Think You Should Leave with Tim Robinson,2019,7.9,1,0,-0.1875,0.475,North America
5321,Movie,Secrets of Scotland Yard,2013,6.7,55,0,0.5,1.0,Europe
5322,Movie,Secrets of Selfridges,2014,7.2,55,0,0.11742424242424243,0.2553030303030303,North America
5323,Movie,Secrets of Underground London,2014,6.9,55,0,0.061111111111111116,0.3444444444444444,Europe
5324,Movie,Secrets of Westminster,2014,7.2,55,0,0.25,0.55,North America
5325,Movie,Catching the Sun,2015,6.6,74,0,0.0,0.0,Asia
5326,Movie,Patton Oswalt: Talking for Clapping,2016,6.7,66,0,-0.37083333333333335,0.6958333333333333,North America
5327,TV Show,Life,2009,7.6,1,0,0.2833333333333334,0.6499999999999999,Europe
5328,TV Show,Life on Location,2009,7.5,1,0,-0.2,0.85,North America
5331,Movie,The Last Resort,2018,7.3,70,0,0.05,0.2,North America
5332,TV Show,Girlboss,2017,7.0,1,0,0.0,0.0,North America
5333,TV Show,Hot Girls Wanted: Turned On,2017,6.6,1,0,0.1,0.44999999999999996,North America
5334,Movie,Sand Castle,2017,9.4,113,0,-0.6,0.9,North America
5335,Movie,Tramps,2017,6.5,83,0,-0.1625,0.63125,North America
5336,Movie,A Fortunate Man,2018,7.2,168,0,0.4,0.5,Europe
5337,Movie,Grass Is Greener,2019,7.1,98,0,-0.5,1.0,Unknown
5338,Movie,Paper Year,2018,5.2,89,0,0.041666666666666664,0.30833333333333335,North America
5339,TV Show,A Love So Beautiful,2017,7.3,1,0,0.3,0.6,Unknown
5342,Movie,Dude,2018,5.1,97,0,0.305625,0.3516666666666667,North America
5343,Movie,Kodachrome,2018,7.8,105,0,0.25,0.5333333333333333,North America
5344,Movie,Mercury 13,2018,6.9,79,0,0.0625,0.5166666666666666,North America
5345,Movie,Mac & Devin Go to High School,2012,4.3,76,0,0.2,0.2,North America
5346,Movie,Boy Bye,2016,5.2,86,0,0.23214285714285715,0.7035714285714285,North America
5347,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,2019,5.6,120,0,0.0,0.0,Asia
5348,Movie,Jagat,2015,6.9,76,0,0.1,0.3,Asia
5349,Movie,Kevin Hart: Irresponsible,2019,6.5,60,0,0.3114285714285714,0.41428571428571426,North America
5350,TV Show,La Piloto,2017,5.6,1,0,0.21250000000000002,0.5375,North America
5351,Movie,Good Kill,2014,6.3,103,0,0.13333333333333333,0.31666666666666665,North America
5352,Movie,The D Train,2015,5.1,101,0,0.24083333333333334,0.68,Europe
5354,Movie,Brampton's Own,2018,5.3,90,0,0.0,0.06666666666666667,North America
5355,Movie,Brené Brown: The Call to Courage,2019,7.7,77,0,0.0,0.0,Unknown
5356,Movie,"I, Daniel Blake",2016,7.8,100,0,-0.023809523809523808,0.2380952380952381,Europe
5357,TV Show,KO One,2005,5.5,1,0,0.07565079365079366,0.663952380952381,Asia
5358,TV Show,Lunatics,2019,6.5,1,0,0.3,0.75,Oceania
5359,Movie,Music Teacher,2019,6.2,102,0,0.7,0.8,Asia
5360,TV Show,My Dear Boy,2017,8.0,1,0,0.19999999999999998,0.3333333333333333,Asia
5362,Movie,Roh's Beauty,2014,3.5,98,0,-0.07142857142857142,0.21428571428571427,Africa
5363,Movie,Someone Great,2019,6.1,92,0,0.06818181818181818,0.2606060606060606,North America
5365,Movie,The Ruthless,2019,6.2,111,0,0.2625,0.4375,Europe
5367,TV Show,Charité,2017,7.8,1,0,0.0,0.0,Europe
5368,Movie,Chasing the Dragon,2017,6.7,129,0,0.0,0.5,Asia
5370,Movie,Oklahoma City,2017,8.1,102,0,-0.5,0.55,North America
5371,Movie,30 Days of Luxury,2016,2.5,91,0,0.13636363636363635,0.5,Africa
5372,Movie,Because We're Heading Out,2016,4.1,99,0,0.06499999999999999,0.34750000000000003,Africa
5373,Movie,My Dog is My Guide,2013,3.2,99,0,-0.08778409090909091,0.48863636363636365,Africa
5375,Movie,The Walls of the Moon,2015,5.9,98,0,0.5,0.6,Africa
5376,Movie,Warda,2014,4.1,73,0,-0.1,0.2,Africa
5377,Movie,Friend Request,2016,7.4,92,0,0.2833333333333334,0.6416666666666666,Europe
5379,Movie,Bigger Fatter Liar,2017,4.0,95,0,-0.2333333333333333,0.3,North America
5380,Movie,Lucas Brothers: On Drugs,2017,5.7,50,0,-0.55,0.8500000000000001,North America
5381,Movie,A Little Chaos,2014,6.4,113,0,0.03333333333333333,0.3333333333333333,Europe
5382,Movie,Dabbe 6: The Return,2015,5.6,153,0,-0.3,0.6333333333333333,Asia
5383,Movie,De Film van Dylan Haegens,2018,4.2,81,0,-0.5,1.0,Europe
5384,Movie,Franco Escamilla: Bienvenido al mundo,2019,7.0,54,0,-0.2,0.2,North America
5385,Movie,HOMECOMING: A film by Beyoncé,2019,7.4,138,0,0.23000000000000004,0.62,Unknown
5386,TV Show,The Chalet,2018,7.0,1,0,-0.1,0.37857142857142856,Europe
5388,TV Show,The Messengers,2015,6.3,1,0,-0.06666666666666667,0.3333333333333333,North America
5389,Movie,Chris D'Elia: Incorrigible,2015,6.4,84,0,-1.0,1.0,North America
5390,Movie,21 & Over,2013,5.8,93,0,-0.0625,1.0,North America
5391,Movie,About Time,2013,8.2,123,0,0.4666666666666666,0.4666666666666666,Europe
5392,Movie,Evan Almighty,2007,7.4,96,0,0.13636363636363635,0.45454545454545453,North America
5393,Movie,Jonathan,2018,5.9,101,0,0.022222222222222213,0.34444444444444444,North America
5394,Movie,Super Monsters Furever Friends,2019,5.7,59,0,0.31075757575757573,0.530909090909091,Unknown
5395,Movie,The Creative Brain,2019,6.3,53,0,0.25,0.75,North America
5396,Movie,Cirque du Freak: The Vampire's Assistant,2009,5.8,109,0,0.0,0.0,North America
5397,Movie,Porto,2016,6.0,77,0,0.175,0.225,Europe
5398,Movie,Manglehorn,2014,5.5,97,0,0.3666666666666667,0.5416666666666666,North America
5399,TV Show,Star-Crossed,2014,7.2,1,0,0.08571428571428572,0.6,North America
5400,Movie,Bollywood Calling,2001,6.3,102,0,0.05,0.5,Asia
5401,Movie,Ek Khiladi Ek Haseena,2005,5.7,141,0,0.10000000000000002,0.3833333333333333,Asia
5402,Movie,Generation Iron 3,2018,6.2,95,0,0.0,0.14285714285714285,North America
5403,Movie,Hazaaron Khwaishein Aisi,2003,7.9,111,0,-0.19999999999999998,0.43333333333333335,Asia
5404,Movie,Jhankaar Beats,2003,7.2,131,0,0.16666666666666666,0.6833333333333332,Asia
5405,Movie,Mumbai Matinee,2003,5.1,116,0,-0.3666666666666667,0.3,Asia
5406,Movie,Rainbow Jelly,2018,6.9,119,0,-0.2,0.85,Asia
5407,Movie,Shabd,2005,5.1,146,0,0.2,0.30000000000000004,Asia
5408,Movie,Shortcut Safari,2016,6.4,101,0,0.05,0.75,Asia
5409,Movie,The New Romantic,2018,5.7,82,0,0.3333333333333333,0.6666666666666666,North America
5410,Movie,Beyond Skyline,2017,5.3,107,0,0.0,0.1,Europe
5411,Movie,Eddie Murphy: Delirious,1983,8.1,69,0,0.11818181818181818,0.45,North America
5412,Movie,Harriet the Spy: Blog Wars,2010,4.5,87,0,-0.21428571428571427,0.5,North America
5414,Movie,A Patch of Fog,2015,6.4,92,0,0.0,1.0,Europe
5415,TV Show,Agent Raghav,2015,7.1,1,0,-0.14166666666666666,0.5,Asia
5416,TV Show,Bhaage Re Mann,2015,7.7,1,0,0.12222222222222223,0.28888888888888886,Asia
5417,Movie,Bibi & Tina,2014,4.1,97,0,0.0,0.2333333333333333,Europe
5421,TV Show,Maharakshak Devi,2015,7.2,1,0,0.03666666666666667,0.4,Asia
5422,TV Show,Oddbods,2017,5.3,1,0,0.17159090909090907,0.575,Europe
5423,TV Show,Rosario Tijeras,2010,6.0,1,0,0.19999999999999998,0.7,South America
5424,Movie,Slam,2017,5.8,99,0,0.19999999999999998,0.25625,Europe
5425,Movie,The Wedding Party,2016,5.8,101,0,0.0,0.1,Africa
5426,Movie,Band of Robbers,2015,6.0,95,0,0.0,0.0,North America
5427,Movie,Belgica,2016,6.7,127,0,0.36666666666666664,0.6,Europe
5428,Movie,Prescription Thugs,2015,6.9,86,0,0.4,0.8,North America
5429,Movie,From One Second to the Next,2013,7.4,35,0,-1.0,1.0,North America
5430,Movie,Antidote,2018,8.0,90,0,0.022222222222222216,0.6555555555555556,North America
5431,Movie,Thriller,2018,3.6,87,0,-0.25,0.35,North America
5432,Movie,Nowhere Boy,2009,7.1,99,0,0.125,0.6,Europe
5433,Movie,Arctic Heart,2016,5.2,81,0,0.5,0.5333333333333333,Europe
5434,Movie,Our Lovers,2016,6.7,92,0,-0.0625,0.6875,Europe
5435,Movie,Sandy Wexler,2017,5.2,131,0,-0.0875,0.6083333333333334,North America
5436,Movie,The Chosen,2016,9.4,111,0,0.25,0.5,Europe
5437,Movie,The Seven Five,2014,7.6,104,0,0.0,1.0,North America
5438,Movie,We Are Family,2016,7.6,99,0,0.06818181818181818,0.3,Europe
5439,Movie,A Land Imagined,2019,6.2,95,0,-0.125,0.375,Europe
5440,Movie,Who Would You Take to a Deserted Island?,2019,5.3,94,0,-0.13333333333333333,0.4222222222222222,Europe
5442,Movie,Come Sunday,2018,6.0,105,0,0.06818181818181818,0.29393939393939394,North America
5443,Movie,I Am not an Easy Man,2018,6.3,99,0,0.3,0.7222222222222222,Europe
5444,TV Show,Lost in Space,2018,7.3,1,0,-0.20833333333333331,0.5416666666666666,North America
5446,Movie,Azhar,2016,5.8,129,0,0.5,0.5,Asia
5447,Movie,Band Aid,2017,6.6,94,0,0.08333333333333333,0.35000000000000003,North America
5448,Movie,Buffalo Boys,2018,5.7,103,0,0.0,0.0,Asia
5450,Movie,Dabbe: The Possession,2013,6.8,135,0,0.2,0.45,Asia
5451,Movie,Francesco De Carlo: Cose di Questo Mondo,2019,6.3,61,0,-0.6999999999999998,0.6666666666666666,Europe
5452,Movie,Horror Story,2013,4.2,85,0,-0.2,0.0,Asia
5453,TV Show,Huge in France,2019,6.7,1,0,-0.1,0.425,North America
5454,TV Show,Special,2019,6.4,1,0,0.1791666666666667,0.5208333333333334,North America
5455,Movie,The Perfect Date,2019,5.8,91,0,-0.15999999999999998,0.71,North America
5456,Movie,Pickpockets,2017,5.4,108,0,0.375,0.475,South America
5457,Movie,Macho,2016,4.3,101,0,0.37222222222222223,0.6611111111111111,North America
5459,TV Show,Black Summer,2019,6.5,1,0,0.15,0.38,North America
5460,TV Show,Persona,2019,9.1,1,0,0.0,0.7,Asia
5461,Movie,Kevin Hart: What Now?,2016,5.9,96,0,0.22222222222222224,0.3333333333333333,North America
5462,Movie,#Roxy,2018,5.0,105,0,0.3125,0.5375,North America
5464,Movie,The Silence,2019,8.1,91,0,0.04,0.37,Europe
5465,TV Show,You vs. Wild,2019,6.6,1,0,0.05,0.7,North America
5466,Movie,Greg Davies: You Magnificent Beast,2018,7.1,66,0,0.02142857142857143,0.6142857142857142,Europe
5467,Movie,Frat Star,2017,3.6,85,0,0.375,0.75,North America
5468,TV Show,The Miracle,2016,7.4,1,0,0.017676767676767676,0.45,Asia
5469,Movie,706,2019,5.3,118,0,0.175,0.2875,Asia
5470,Movie,Across The Line,2015,5.2,88,0,-0.003333333333333327,0.48666666666666664,North America
5472,Movie,Arthur,2011,9.0,110,0,0.0,0.0,North America
5473,Movie,Fracture,2007,8.0,113,0,0.0,0.25,North America
5474,Movie,Get Smart,2008,4.8,110,0,-0.14081632653061224,0.7489795918367347,North America
5475,Movie,Hedgehogs,2016,9.0,94,0,0.0,0.1,North America
5477,Movie,Jesus: Countdown to Calvary,2018,6.9,53,0,0.0,0.35555555555555557,Europe
5478,TV Show,JingleKids,2017,8.3,1,0,0.4375,1.0,Unknown
5480,Movie,Love O2O,2016,6.4,103,0,0.003124999999999989,0.5375,Asia
5481,TV Show,Midnight Misadventures With Mallika Dua,2018,3.7,1,0,0.0,0.1,Asia
5482,Movie,P.S. I Love You,2007,8.1,126,0,-1.3877787807814457e-17,0.45,North America
5484,Movie,Penelope,2006,5.4,89,0,-0.06666666666666665,0.39999999999999997,Europe
5485,Movie,Pinky Memsaab,2018,6.3,124,0,0.19999999999999998,0.5,Asia
5486,TV Show,Secrets of Great British Castles,2016,7.8,1,0,0.125,0.5,Europe
5487,Movie,Sherlock Holmes,2009,7.7,128,0,1.0,1.0,North America
5488,Movie,Spy Kids,2001,5.6,88,0,0.0,0.0,North America
5489,Movie,Spy Kids 3: Game Over,2003,4.3,83,0,-0.22121212121212122,0.41818181818181815,North America
5490,TV Show,"That Winter, the Wind Blows",2013,7.6,1,0,-0.07777777777777779,0.6333333333333333,Asia
5491,Movie,The Bye Bye Man,2017,7.6,96,0,0.16666666666666666,0.5666666666666667,North America
5492,TV Show,The Calling,2018,8.1,1,0,0.8,0.4,Asia
5493,TV Show,The Devil Is a Part-Timer!,2013,7.6,1,0,0.02500000000000001,0.3,Asia
5494,Movie,The Legend of Michael Mishra,2016,4.3,118,0,0.2787878787878788,0.41818181818181815,Asia
5495,Movie,The Trap,2017,7.6,91,0,-0.2318181818181818,0.7022727272727273,North America
5496,Movie,The Trust,2015,8.1,91,0,0.0,0.0,North America
5498,TV Show,Ultraman,2019,6.8,1,0,-0.03787878787878788,0.40151515151515155,North America
5499,Movie,War,2007,7.7,103,0,-0.2,0.0,North America
5500,Movie,A Billion Colour Story,2016,8.0,104,0,-0.05,0.5,Asia
5501,Movie,A Dangerous Woman,1993,5.8,101,0,0.08666666666666667,0.42000000000000004,North America
5502,Movie,A Sort of Family,2017,6.3,96,0,0.2,0.4,South America
5503,Movie,An American Tail,1986,7.8,80,0,0.15727272727272726,0.4009090909090909,North America
5504,Movie,An American Tail: Fievel Goes West,1991,4.7,75,0,-0.2638888888888889,0.5222222222222223,North America
5505,Movie,An American Tail: The Mystery of the Night Monster,1999,5.8,75,0,0.13636363636363635,0.45454545454545453,North America
5507,Movie,Balto,1995,7.1,78,0,0.05555555555555556,0.4444444444444444,North America
5510,Movie,Barsaat,1995,5.6,166,0,0.325,0.5833333333333334,Asia
5511,TV Show,Bh Se Bhade,2013,6.6,1,0,0.2833333333333333,0.8333333333333334,Asia
5512,Movie,Big Time,2017,6.4,90,0,0.0,0.025,Europe
5513,Movie,Billu,2009,6.3,132,0,0.12083333333333333,0.4666666666666666,Asia
5514,TV Show,Buddha,2013,6.9,1,0,0.07500000000000001,0.3833333333333333,Unknown
5515,Movie,Class of '61,1993,5.5,91,0,0.0,0.0,North America
5516,Movie,Dad,1989,5.8,117,0,-0.3,0.2,North America
5518,Movie,Dare to Be Wild,2015,6.4,100,0,0.05,0.2,Europe
5519,Movie,Dil Hai Tumhaara,2002,5.4,176,0,0.29333333333333333,0.6580952380952382,Asia
5520,Movie,Ethirmarai,2018,5.4,91,0,-0.875,1.0,Asia
5521,TV Show,Fallet,2017,6.8,1,0,-0.3333333333333333,0.4166666666666667,Europe
5522,Movie,Fishpeople,2017,7.6,49,0,0.0,0.78,Unknown
5523,Movie,Gringo: The Dangerous Life of John McAfee,2016,6.7,97,0,0.7,0.44999999999999996,North America
5524,Movie,How to Make an American Quilt,1995,6.3,116,0,0.1,0.4,North America
5526,Movie,John Mulaney: New in Town,2012,8.2,60,0,0.0,0.5,North America
5527,Movie,Kya Kehna,2000,5.8,149,0,0.19999999999999998,0.5777777777777778,Asia
5528,TV Show,"Lady, la vendedora de rosas",2015,8.1,1,0,0.14375,0.81875,South America
5529,TV Show,Loaded,2017,8.0,1,0,-0.4,0.4,Europe
5530,Movie,Locked Up,2017,3.8,86,0,-0.09722222222222222,0.18055555555555555,North America
5531,Movie,Main Hoon Na,2004,7.0,171,0,-0.46875,0.75,Asia
5532,Movie,Mandobasar Galpo,2017,6.0,103,0,0.0,0.75,Asia
5533,Movie,Metro,2016,7.9,116,0,-0.26666666666666666,0.85,Asia
5534,Movie,Om Shanti Om,2007,6.8,169,0,-0.2,0.0,Asia
5535,Movie,Paheli,2005,6.3,134,0,0.26666666666666666,0.7166666666666667,Asia
5536,Movie,Phir Bhi Dil Hai Hindustani,2000,6.1,159,0,-0.1625,0.4375,Asia
5537,Movie,Prince,2010,6.7,130,0,-0.06666666666666667,0.35000000000000003,Asia
5538,TV Show,Ramayan,2012,7.5,1,0,0.5666666666666668,0.7999999999999999,Asia
5539,Movie,Rukh,2017,6.3,103,0,-0.13333333333333333,0.5,Asia
5540,Movie,Sairat,2016,8.3,173,0,0.30277777777777776,0.47222222222222215,Asia
5541,Movie,Schindler's List,1993,9.0,195,0,-0.25,0.5625,North America
5542,Movie,Secret in Their Eyes,2015,6.3,111,0,-0.2916666666666667,0.5833333333333334,North America
5543,Movie,The Aerial,2007,7.3,99,0,0.0,1.0,South America
5544,Movie,The Duchess,2008,6.7,110,0,-0.18333333333333335,0.46666666666666673,Europe
5545,Movie,The Search for Life in Space,2016,6.4,32,0,-0.125,1.0,North America
5546,Movie,Una,2016,6.2,94,0,0.02777777777777777,0.38055555555555554,Europe
5547,TV Show,Badalte Rishton Ki Dastaan,2013,6.7,1,0,-0.24722222222222223,0.5,Asia
5548,TV Show,Bala Loca,2016,7.9,1,0,0.0,0.06666666666666667,South America
5549,Movie,Beyond All Boundaries,2013,8.0,98,0,0.55,0.7,North America
5550,Movie,Born to Be Free,2016,7.5,74,0,0.2,0.35,Europe
5551,TV Show,Burned Cocoon,2005,4.2,1,0,0.034999999999999996,0.625,Asia
5552,Movie,Celluloid Man,2012,7.7,156,0,0.1875,0.375,Asia
5553,Movie,Couples Counseling,2016,5.5,88,0,0.2715909090909091,0.5261363636363636,South America
5554,Movie,Dancing Quietly,2016,6.1,70,0,0.16666666666666666,0.6,Europe
5555,Movie,Deuces,2016,5.8,88,0,-0.02777777777777779,0.4444444444444444,North America
5556,Movie,Don't Look Down,2016,7.1,93,0,-0.09166666666666665,0.7250000000000001,Europe
5557,Movie,Elaan,1971,4.6,143,0,0.0,0.75,Asia
5558,TV Show,Fairy Tail,2010,6.4,1,0,0.35,0.725,Asia
5559,Movie,Five Nights in Maine,2015,4.7,83,0,-0.125,0.375,North America
5560,Movie,Joe Cocker: Mad Dog with Soul,2017,7.2,90,0,0.375,1.0,Europe
5561,TV Show,Khelti Hai Zindagi Aankh Micholi,2013,7.8,1,0,-0.2916666666666667,0.5416666666666666,Asia
5562,Movie,Killa,2014,7.8,107,0,0.05,0.8,Asia
5563,Movie,Lavender,2016,6.5,93,0,-0.26666666666666666,0.6333333333333333,North America
5564,Movie,Life 2.0,2010,6.2,99,0,0.0,0.0,North America
5566,TV Show,Ouran High School Host Club,2006,6.1,1,0,0.26545454545454544,0.5648484848484848,Asia
5567,TV Show,Razia Sultan,2015,6.2,1,0,0.3333333333333333,0.3611111111111111,Asia
5568,Movie,Salaakhen,1975,5.7,134,0,0.05,0.39,Asia
5569,TV Show,Satrangi,2014,7.5,1,0,0.06666666666666667,0.4166666666666667,Unknown
5570,Movie,Silicon Cowboys,2016,6.8,77,0,0.0,0.0,North America
5571,Movie,Skins,2017,6.7,78,0,0.14166666666666666,0.2833333333333333,Europe
5572,Movie,The Bad Kids,2016,7.0,101,0,0.08111111111111112,0.5133333333333333,North America
5574,Movie,The Tenth Man,2016,5.8,81,0,0.22727272727272724,0.4709090909090909,South America
5575,Movie,Toro,2016,7.1,106,0,-0.25,0.425,Europe
5576,TV Show,Cyborg 009 VS Devilman,2015,6.1,1,0,-0.010101010101010102,0.6292929292929293,Asia
5577,Movie,Frank and Cindy,2007,6.1,70,0,0.31666666666666665,0.15,North America
5578,Movie,Frank and Cindy,2015,6.1,102,0,-0.05,0.25,North America
5579,Movie,Iverson,2014,7.0,88,0,0.0,0.0,North America
5580,Movie,Jeremy Scott: The People's Designer,2015,6.4,109,0,0.09999999999999999,0.4666666666666666,North America
5581,TV Show,Yo-Kai Watch,2015,7.2,1,0,0.15075757575757576,0.5053030303030304,North America
5582,TV Show,DreamWorks Happy Holidays from Madagascar,2005,6.6,1,0,0.3,0.7,North America
5583,TV Show,Show Me the Money,2004,8.3,2,0,-0.17638888888888887,0.37222222222222223,Unknown
5584,TV Show,Ripper Street,2017,8.1,5,0,0.0,0.06666666666666667,Europe
5585,TV Show,Haven,2015,9.0,5,0,0.11666666666666664,0.49166666666666664,North America
5587,TV Show,Stretch Armstrong & the Flex Fighters,2018,6.1,2,0,0.23750000000000004,0.7,North America
5588,TV Show,Galavant,2016,8.1,2,0,0.35,0.45,North America
5589,TV Show,Elite,2019,7.4,2,0,0.25,0.6875,Europe
5590,TV Show,Jack Whitehall: Travels with My Father,2019,7.6,3,0,0.25,0.5,Europe
5591,TV Show,Once Upon a Time,2018,7.0,7,0,0.08333333333333333,0.5666666666666668,North America
5592,TV Show,Reign,2017,8.5,4,0,0.195,0.44666666666666666,North America
5593,TV Show,The Vampire Diaries,2017,7.3,8,0,0.15,0.5,North America
5594,TV Show,Gotham,2019,7.8,5,0,-0.05,0.4,North America
5595,TV Show,Real Rob,2017,6.3,2,0,0.0,0.0,North America
5596,TV Show,Reboot: The Guardian Code,2018,3.7,2,0,-0.4,0.7,North America
5597,TV Show,Skylanders Academy,2018,6.5,3,0,-0.5,1.0,Asia
5598,TV Show,El Marginal,2019,8.1,3,0,-0.19999999999999998,0.6000000000000001,South America
5599,TV Show,Explained,2019,8.0,2,0,-0.04000000000000001,0.4,North America
5601,TV Show,Terrace House: Aloha State,2017,7.4,4,0,0.22873376623376623,0.4172077922077922,North America
5602,TV Show,Abstract: The Art of Design,2019,8.3,2,0,0.5,0.75,North America
5603,TV Show,Glitch,2019,6.4,3,0,-0.16,0.4185714285714286,Oceania
5604,TV Show,Locked Up,2019,3.8,4,0,0.09242424242424242,0.5136363636363637,Europe
5605,TV Show,Portlandia,2018,5.5,8,0,0.11666666666666668,0.6,North America
5606,TV Show,Dark Matter,2017,7.3,3,0,0.0,0.0,North America
5607,TV Show,American Horror Story,2018,7.9,8,0,-0.4066666666666666,0.7733333333333332,North America
5609,TV Show,VeggieTales in the House,2016,4.1,4,0,0.0,0.0,North America
5610,TV Show,Person of Interest,2016,6.7,5,0,-0.23333333333333336,0.5750000000000001,North America
5611,TV Show,Disenchantment,2019,7.2,2,0,0.0,0.0,North America
5612,TV Show,Fastest Car,2019,7.1,2,0,0.3499999999999999,0.75,North America
5613,TV Show,Quantico,2018,7.2,3,0,-0.2,0.4,North America
5614,TV Show,The Blacklist,2019,8.6,6,0,0.21875,0.59375,North America
5615,TV Show,Beauty & the Beast,2016,7.0,4,0,-0.05,0.05,North America
5617,TV Show,Penny Dreadful,2016,7.5,3,0,0.1722222222222222,0.35555555555555557,Europe
5619,TV Show,Silver Spoon,2015,7.6,2,0,-0.16111111111111112,0.4177777777777778,Europe
5620,TV Show,VeggieTales in the City,2017,5.6,2,0,0.15,0.45,North America
5621,TV Show,American Vandal,2018,8.1,2,0,0.33666666666666667,0.5633333333333334,North America
5622,TV Show,Ingobernable,2018,7.0,2,0,-0.024999999999999994,0.21666666666666667,North America
5623,TV Show,I'm Sorry,2019,8.8,2,0,-0.19999999999999998,0.6,North America
5624,TV Show,The Chef Show,2019,8.2,2,0,0.2,0.5,North America
5625,TV Show,The Ranch,2019,8.0,7,0,0.0,0.1,North America
5626,TV Show,Zak Storm,2016,6.4,3,0,0.2125,0.6375,North America
5627,TV Show,Offspring,2017,7.8,7,0,0.05,0.3,Oceania
5628,TV Show,Tobot,2018,7.0,2,0,0.0,0.0,North America
5630,TV Show,Sword Art Online,2014,7.6,2,0,0.04659090909090908,0.5636363636363636,Asia
5631,TV Show,Marvel's Agents of S.H.I.E.L.D.,2019,8.0,6,0,0.3333333333333333,0.39999999999999997,North America
5632,TV Show,Moving Art,2018,8.6,3,0,0.0,0.0,North America
5633,TV Show,Naruto,2008,9.4,9,0,0.0,0.0,Asia
5634,TV Show,Nature's Weirdest Events,2015,6.8,3,0,0.15,0.3833333333333333,Europe
5635,TV Show,Scream,2019,8.2,3,0,-0.11174242424242425,0.4428030303030303,North America
5636,TV Show,The Walking Dead,2018,7.1,9,0,0.6,1.0,North America
5637,TV Show,Narcos,2017,8.8,3,0,-0.03750000000000002,0.85,North America
5638,TV Show,Robocar Poli,2015,6.0,4,0,0.0,0.0,Asia
5639,TV Show,Toast of London,2015,8.2,3,0,-0.05952380952380952,0.11607142857142858,Europe
5640,TV Show,Forensic Files,2011,6.2,9,0,0.5666666666666667,0.75,North America
5641,TV Show,The 4400,2007,7.3,4,0,-0.1,0.575,North America
5642,TV Show,Sofia the First,2017,6.8,4,0,0.2,0.30000000000000004,North America
5643,TV Show,Gossip Girl,2012,6.2,6,0,0.0,0.0,North America
5644,TV Show,Kibaoh Klashers,2017,6.4,2,0,0.003703703703703709,0.6777777777777777,Asia
5645,TV Show,Word Party,2017,5.6,3,0,0.625,1.0,North America
5646,TV Show,The Fosters,2017,6.2,5,1,-0.5,0.5,North America
5647,TV Show,Creeped Out,2019,6.5,2,0,-0.0625,0.85,Europe
5648,TV Show,Peaky Blinders,2019,8.8,5,0,0.0,0.0,Europe
5649,TV Show,Rotten,2019,7.2,2,0,-0.08333333333333333,0.3666666666666667,North America
5650,TV Show,Super Monsters,2019,6.3,3,0,0.4523809523809524,0.6904761904761904,Unknown
5651,TV Show,KENGAN ASHURA,2019,8.0,2,0,-0.008333333333333349,0.3666666666666667,North America
5652,TV Show,Midnight Diner: Tokyo Stories,2019,8.4,2,0,0.09722222222222222,0.40952380952380957,Asia
5654,TV Show,Flavorful Origins,2019,7.6,2,0,-0.012500000000000011,0.85,Asia
5655,TV Show,Fate/EXTRA Last Encore,2018,5.3,2,0,0.0,0.0,Asia
5656,TV Show,Zoo,2017,7.2,3,0,0.15000000000000002,0.6166666666666667,North America
5657,TV Show,Jeopardy!,2019,7.4,5,0,0.04999999999999999,0.45,North America
5658,TV Show,Castlevania,2018,7.2,2,0,0.16666666666666666,0.16666666666666666,North America
