,type,title,release_year,rating,duration,is_adult,polarity,subjectivity,continent
0,Movie,Norm of the North: King Sized Adventure,2019,3.3,90,0,0.033333333333333326,0.5166666666666667,North America
1,Movie,Jandino: Whatever it Takes,2016,4.5,94,0,0.0,0.0,Europe
2,TV Show,Transformers Prime,2013,7.9,1,0,0.0,0.1,North America
3,TV Show,Transformers: Robots in Disguise,2016,6.0,1,0,0.13636363636363635,0.45454545454545453,North America
4,Movie,#realityhigh,2017,5.1,99,0,0.04833333333333333,0.40166666666666667,North America
5,TV Show,Apaches,2016,7.0,1,0,-0.10000000000000002,0.30000000000000004,Europe
6,Movie,Automata,2014,7.0,110,0,-0.06666666666666667,0.041666666666666664,Europe
7,Movie,Fabrizio Copano: Solo pienso en mi,2017,5.0,60,0,0.25,0.25,South America
8,TV Show,Fire Chasers,2017,6.5,1,0,0.8,1.0,North America
9,Movie,Good People,2014,5.3,90,0,0.0,0.25,North America
11,Movie,Kidnapping Mr. Heineken,2015,6.1,95,0,0.0,0.0,Europe
19,Movie,Love,2015,7.7,135,0,-0.08333333333333333,0.43333333333333335,Europe
20,Movie,Manhattan Romance,2014,5.6,98,0,0.13999999999999999,0.33999999999999997,North America
21,Movie,Moonwalkers,2015,6.1,96,0,0.1,0.4,Europe
22,Movie,Rolling Papers,2015,6.2,79,0,0.13636363636363635,0.45454545454545453,North America
23,Movie,Stonehearst Asylum,2014,6.8,113,0,0.05,0.2833333333333333,North America
24,Movie,The Runner,2015,6.6,90,0,0.16818181818181818,0.32727272727272727,North America
25,Movie,6 Years,2015,5.5,80,0,0.06666666666666667,0.5083333333333333,North America
27,Movie,City of Joy,2018,7.6,77,0,0.39999999999999997,0.3777777777777778,North America
28,TV Show,First and Last,2018,6.7,1,0,0.08106060606060607,0.35075757575757577,Unknown
29,Movie,Laddaland,2011,6.2,112,0,0.0,0.0,Asia
30,Movie,Next Gen,2018,6.6,106,0,-0.35,0.8,Asia
31,Movie,Sierra Burgess Is A Loser,2018,5.8,106,0,0.31607142857142856,0.5482142857142858,North America
32,Movie,The Most Assassinated Woman in the World,2018,5.3,102,0,0.05,0.85,Europe
34,TV Show,Archibald's Next Big Thing,2019,7.5,1,0,-0.11249999999999999,0.575,Unknown
35,Movie,Article 15,2019,6.2,125,0,-0.3,0.85,Asia
37,Movie,Ee Nagaraniki Emaindi,2018,7.9,133,0,0.06666666666666667,0.8333333333333334,Asia
38,Movie,Kill Me If You Dare,2019,4.4,100,0,-0.1601851851851852,0.25462962962962965,Unknown
39,TV Show,The Spy,2019,6.9,1,0,0.0,0.4,Europe
40,Movie,Hell and Back,2015,7.8,86,0,0.4375,0.3375,North America
41,Movie,PK,2014,8.1,146,0,0.016666666666666666,0.08333333333333334,Asia
42,Movie,Hard Tide,2015,4.8,79,0,0.037499999999999985,0.525,Europe
43,Movie,Elstree 1976,2015,5.9,102,0,0.0,0.0,Europe
44,Movie,American Factory: A Conversation with the Obamas,2019,5.1,10,0,0.0,0.0,Unknown
45,Movie,ATM,2012,1.8,122,0,0.07878787878787878,0.4515151515151515,North America
46,Movie,Bangkok Traffic (Love) Story,2009,7.1,126,0,0.425,0.625,Asia
48,Movie,One Day,2016,9.5,135,0,-0.3,0.1,Asia
49,Movie,Phobia 2,2009,6.6,125,0,0.08333333333333333,0.2833333333333333,Asia
50,Movie,Shutter,2004,4.2,96,0,0.13333333333333333,0.43333333333333335,Asia
51,Movie,Suckseed,2011,7.4,130,0,0.35,0.7,Asia
52,Movie,Carrie Pilby,2016,6.6,98,0,-0.3,0.55,North America
53,Movie,Marc Maron: Too Real,2017,7.2,70,0,-0.09999999999999999,0.43333333333333335,North America
54,TV Show,No Tomorrow,2016,6.3,1,0,0.13636363636363635,0.45454545454545453,North America
55,Movie,Saawan,2016,7.2,128,0,0.15,0.35000000000000003,Asia
56,Movie,The Heretics,2017,4.7,88,0,0.25,0.5,North America
57,Movie,The World We Make,2019,5.2,108,0,-0.09375,0.19375,North America
58,Movie,Watchman,2019,5.3,93,0,-0.05,0.30000000000000004,Asia
59,Movie,Black Panther,2018,7.9,135,0,0.10101010101010101,0.3404040404040403,North America
60,Movie,Man Up,2015,7.9,88,0,-0.2857142857142857,0.44047619047619047,Europe
61,TV Show,Frequency,2016,6.6,1,0,0.125,0.625,North America
62,Movie,Mo Gilligan: Momentum,2019,6.3,64,0,-0.056249999999999994,0.5125,Europe
63,TV Show,Adam Ruins Everything,2018,8.0,1,0,0.2590909090909091,0.5818181818181818,North America
64,TV Show,Ben 10,2016,3.0,1,0,0.0,0.0,North America
65,Movie,Big Miracle,2012,6.5,107,0,0.07499999999999998,0.325,North America
67,TV Show,The Eighties,2016,8.2,1,0,-0.25,0.5,North America
68,TV Show,The Nineties,2017,8.1,1,0,0.025,0.06666666666666667,North America
69,TV Show,The Seventies,2015,8.2,1,0,0.040625,0.175,North America
70,TV Show,We Bare Bears,2017,7.9,1,0,0.25,0.42500000000000004,North America
71,Movie,The Mayor,2017,5.5,130,0,0.14444444444444446,0.41111111111111115,Asia
72,TV Show,The Royal House of Windsor,2017,7.3,1,0,0.225,0.24166666666666667,Europe
73,Movie,Amanda Knox,2016,7.6,92,0,0.0,0.0,Europe
74,TV Show,Lovesick,2014,2.0,1,0,0.04,0.535,Unknown
75,Movie,The Debt Collector,2018,5.8,96,0,0.0,0.0,Europe
76,Movie,Act of Vengeance,2010,5.7,112,0,0.06818181818181818,0.7272727272727273,Asia
77,Movie,Paradise Lost,2018,8.6,111,0,0.0,0.23541666666666666,South America
78,Movie,Gerald's Game,2017,6.9,103,0,-0.2875,0.475,North America
79,Movie,Long Shot,2017,7.4,40,0,0.12307692307692307,0.45384615384615384,North America
81,Movie,Our Souls at Night,2017,6.9,103,0,0.2,0.30000000000000004,North America
82,Movie,Out of Thin Air,2017,6.3,85,0,-0.06250000000000001,0.2625,Unknown
83,TV Show,Paul Hollywood's Big Continental Road Trip,2017,7.4,1,0,0.25,1.0,Europe
85,Movie,"Monster High: Boo York, Boo York",2015,6.4,72,0,0.175,0.555,North America
87,Movie,Domino,2019,8.3,89,0,-0.15,0.5,Europe
88,Movie,TUNA GIRL,2019,6.1,90,0,0.1777777777777778,0.7444444444444445,Unknown
89,Movie,5CM,2012,7.9,126,0,0.15,0.325,Asia
90,Movie,Animal World,2018,6.9,130,0,-0.16666666666666666,0.20000000000000004,Asia
91,Movie,Hold the Dark,2018,5.6,126,0,-0.5,0.6333333333333333,North America
93,TV Show,Made in Mexico,2018,3.9,1,0,-0.2,0.5,North America
94,Movie,Single,2015,5.1,127,0,0.0625,0.6125,Asia
95,Movie,The 3rd Eye,2018,5.1,108,0,0.07083333333333332,0.6333333333333333,Asia
96,Movie,The Sinking Of Van Der Wijck,2013,7.6,163,0,0.07500000000000001,0.595,Asia
97,Movie,Two Catalonias,2018,6.5,117,0,0.0,0.0,Europe
98,Movie,Bobby Sands: 66 Days,2016,7.2,106,0,0.18333333333333335,0.31666666666666665,Europe
99,TV Show,Bard of Blood,2019,6.8,1,0,-0.31666666666666665,0.35000000000000003,Asia
100,Movie,Deliha 2,2018,4.7,102,0,0.11666666666666665,0.4833333333333334,Asia
101,TV Show,Dragons: Rescue Riders,2019,5.8,1,0,0.3,0.2,Unknown
102,Movie,In the Shadow of the Moon,2019,6.2,116,0,-0.07500000000000001,0.4416666666666667,North America
103,TV Show,Skylines,2019,4.7,1,0,-0.3666666666666667,0.5,Unknown
105,TV Show,The Politician,2019,7.5,1,0,0.257,0.44466666666666665,North America
106,Movie,Weeds on Fire,2016,6.7,95,0,0.25,0.25,Asia
107,Movie,Much Loved,2015,6.2,104,0,0.0,0.0,Europe
108,Movie,Joseph: King of Dreams,2000,6.4,75,0,0.9,1.0,North America
109,Movie,Malaal,2019,9.0,133,0,0.11818181818181818,0.32727272727272727,Asia
110,Movie,The Grandmaster,2013,8.2,108,0,0.0,0.0,Asia
111,TV Show,The Inmate,2018,8.0,1,0,0.0,0.0,North America
112,Movie,The Hurricane Heist,2018,5.1,103,0,0.4,0.7,North America
113,Movie,Def Comedy Jam 25,2017,6.6,82,0,0.24675324675324675,0.5357142857142857,North America
114,Movie,Restless Creature: Wendy Whelan,2016,7.1,94,0,0.20757575757575755,0.5530303030303031,North America
115,Movie,Print the Legend,2014,7.0,100,0,0.125,0.25,North America
116,Movie,Birders,2019,6.4,38,0,0.675,0.75,North America
117,Movie,Furie,2019,6.3,97,0,-0.15555555555555559,0.2888888888888889,Asia
118,Movie,Leap!,2016,6.7,89,0,0.1,0.4,Europe
121,Movie,USS Indianapolis: Men of Courage,2016,5.2,130,0,0.45,0.8500000000000001,North America
122,Movie,A Wrinkle in Time,2018,6.7,110,0,0.0,0.0,North America
123,Movie,Teach Us All,2017,7.0,81,0,0.10714285714285714,0.21428571428571427,North America
124,Movie,White Island,2016,4.2,91,0,-0.06666666666666667,0.225,Europe
125,Movie,Inside Man: Most Wanted,2019,5.6,106,0,-0.4,0.55,North America
126,Movie,Jeff Dunham: Beside Himself,2019,6.9,58,0,0.13333333333333333,0.13333333333333333,North America
127,Movie,China Salesman,2017,2.8,111,0,0.0,0.3333333333333333,Asia
128,Movie,Swearnet: The Movie,2014,6.0,112,0,0.3666666666666667,0.7666666666666666,North America
129,Movie,The Bar,2017,6.3,102,0,-0.125,0.375,Europe
130,Movie,Manmadhudu 2,2019,4.8,152,0,0.0,0.0,Asia
131,TV Show,Team Kaylie,2019,4.1,1,0,0.011111111111111112,0.022222222222222223,Unknown
132,Movie,Under the Eiffel Tower,2018,5.4,87,0,0.04545454545454545,0.15151515151515152,North America
133,Movie,Audrie & Daisy,2016,7.2,99,0,0.25,0.4166666666666667,North America
134,Movie,Iliza Shlesinger: Confirmed Kills,2016,6.6,78,0,0.0,0.0,North America
135,TV Show,BONDING,2019,7.1,1,0,0.23767676767676768,0.5259595959595958,North America
137,Movie,20 Feet From Stardom,2013,7.4,91,0,0.5,0.15,North America
138,Movie,In Darkness,2018,5.7,101,0,-0.5,0.6666666666666666,Europe
139,Movie,Gaga: Five Foot Two,2017,7.0,101,0,0.11742424242424242,0.47851731601731595,North America
140,Movie,The Bad Batch,2016,8.2,119,0,0.1,0.4,North America
141,Movie,SMOSH: The Movie,2015,7.8,83,0,0.0,0.0,North America
142,Movie,King of Boys,2018,5.8,182,0,0.15,0.55,Africa
143,Movie,Merry Men: The Real Yoruba Demons,2018,4.8,106,0,0.23750000000000002,0.47916666666666674,Africa
145,Movie,The Wedding Party 2: Destination Dubai,2017,4.5,98,0,0.0,0.0,Africa
146,TV Show,Vagabond,2019,8.2,1,0,0.0,0.0,Asia
147,TV Show,Battlefish,2018,7.1,1,0,-0.3888888888888889,0.8333333333333334,Unknown
149,TV Show,Hilda,2018,7.6,1,0,0.3181818181818182,0.7272727272727273,Europe
150,TV Show,Maniac,2018,7.7,1,0,-0.3,0.4,North America
151,Movie,Quincy,2018,7.6,124,0,0.19999999999999998,0.425,North America
153,TV Show,The Good Cop,2018,6.9,1,0,0.16666666666666666,0.46666666666666673,North America
154,Movie,Between Two Ferns: The Movie,2019,6.1,83,0,-0.04999999999999999,1.0,North America
155,TV Show,Criminal: France,2019,7.2,1,0,0.0,0.625,Unknown
156,TV Show,Criminal: Germany,2019,7.6,1,0,0.0,0.0,Unknown
157,TV Show,Criminal: Spain,2019,6.9,1,0,-0.1111111111111111,0.2833333333333333,Unknown
158,TV Show,Criminal: UK,2019,7.6,1,0,-0.8,1.0,Europe
159,Movie,Daddy Issues,2019,6.6,82,0,0.041666666666666664,0.6833333333333333,North America
160,TV Show,Inside Bill's Brain: Decoding Bill Gates,2019,7.9,1,0,0.0,0.0,North America
162,Movie,Travel Mates 2,2018,5.8,111,0,-0.01666666666666668,0.45,Asia
164,TV Show,Two Sentence Horror Stories,2019,5.5,1,0,-0.125,0.125,North America
165,Movie,Mad World,2016,8.0,102,0,0.07045454545454545,0.27499999999999997,Asia
167,Movie,The Bund,1983,5.6,103,0,0.3,0.5,Asia
168,Movie,The First Line,2014,4.7,87,0,0.0,0.0,North America
169,Movie,Maynard,2017,6.4,100,0,0.078125,0.23333333333333334,North America
170,TV Show,Monkey Twins,2018,8.0,1,0,-0.125,0.125,Asia
171,Movie,Bitcoin Heist,2016,5.7,116,0,0.35714285714285715,0.5714285714285714,Asia
172,Movie,I Am Not Madame Bovary,2016,6.9,139,0,0.175,0.625,Asia
173,Movie,Vincent N Roxxy,2016,5.5,101,0,-0.35000000000000003,0.4166666666666667,North America
174,TV Show,Chef's Table: France,2016,8.2,1,0,0.25227272727272726,0.47424242424242424,Unknown
175,TV Show,Kulipari: An Army of Frogs,2016,6.8,1,0,-0.5,1.0,North America
176,Movie,Miss Julie,2014,5.5,130,0,0.0,0.0,Europe
177,Movie,Kabir Singh,2019,7.0,171,0,0.2,1.0,Asia
179,Movie,The Endless,2017,7.0,112,0,0.06666666666666667,0.16666666666666666,North America
180,TV Show,Transformers: Rescue Bots,2016,6.4,1,0,0.05,0.25,North America
181,Movie,Jerry Before Seinfeld,2017,7.0,62,0,0.3,0.4,North America
182,TV Show,Manhunt,2017,8.1,1,0,-0.019865319865319864,0.46835016835016835,North America
189,Movie,Come and Find Me,2016,5.7,112,0,0.3,0.7,North America
190,TV Show,When the Camellia Blooms,2019,8.0,1,0,0.11965367965367965,0.4670995670995671,Asia
191,Movie,Class Rank,2018,6.4,103,0,-0.18333333333333335,0.5499999999999999,North America
193,TV Show,Forget Me Not,2011,8.8,1,0,0.07499999999999998,0.275,Europe
194,TV Show,The Beat,2012,8.4,1,0,0.30277777777777776,0.7583333333333333,Unknown
196,Movie,Keith Richards: Under the Influence,2015,7.1,82,0,0.0,0.0,North America
197,Movie,A Haunting at Silver Falls: The Return,2019,3.2,80,0,0.0,1.0,North America
198,TV Show,Ancient Aliens,2010,8.1,1,0,0.225,0.775,North America
199,Movie,Avengement,2019,8.5,88,0,0.25,0.25,Europe
200,Movie,Clive Davis: The Soundtrack of Our Lives,2017,7.5,124,0,0.25,0.25,North America
201,Movie,Five Elements Ninjas,1982,7.2,104,0,-0.05,0.4,Asia
202,Movie,Sebastian Maniscalco: What's Wrong with People?,2012,8.0,76,0,0.38142857142857145,0.6542857142857142,North America
203,TV Show,The Last Kids on Earth,2019,7.2,1,0,0.0,0.0,North America
204,Movie,The Witch,2015,6.9,92,0,0.13636363636363635,0.45454545454545453,Europe
205,TV Show,Click for Murder,2017,5.9,1,0,-0.30000000000000004,0.55,Europe
206,Movie,I Am Wrath,2016,5.4,91,0,0.05,0.15000000000000002,North America
207,Movie,"As Above, So Below",2014,8.0,93,0,0.85,1.0,North America
208,Movie,Scott Pilgrim vs. the World,2010,6.2,112,0,0.07500000000000001,0.5,North America
209,Movie,ARQ,2016,6.3,89,0,-0.03181818181818183,0.22727272727272727,North America
210,Movie,Cedric the Entertainer: Live from the Ville,2016,6.2,60,0,0.20625,0.425,North America
211,Movie,Louis C.K.: Hilarious,2010,8.4,84,0,0.15833333333333333,0.7000000000000001,North America
212,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,6.9,93,0,0.0,0.0,North America
213,Movie,The White Helmets,2016,3.6,41,0,0.08333333333333333,0.41111111111111115,Europe
214,TV Show,America's Book of Secrets,2014,6.7,1,0,0.36875,0.425,North America
215,TV Show,Bakugan: Battle Planet,2018,4.9,1,0,-0.25,1.0,Asia
216,TV Show,Cold Case Files,2017,7.9,1,0,0.3,0.775,North America
217,Movie,Los Tigres del Norte at Folsom Prison,2019,7.0,64,0,0.6,0.75,North America
218,TV Show,Pawn Stars,2010,8.4,1,0,-0.05,0.15,North America
219,Movie,Steal a Pencil for Me,2006,7.4,94,0,0.25,0.3,North America
220,TV Show,Surviving R. Kelly,2019,7.5,1,0,0.2,0.44583333333333336,North America
221,TV Show,The Curse of Oak Island,2014,6.8,1,0,0.05,0.3,North America
222,Movie,The Outsider,2019,6.5,86,0,-0.05,0.2,North America
223,TV Show,The Rap Game,2016,5.4,1,0,0.1,0.4,North America
224,TV Show,The Universe,2009,5.2,1,0,-0.13055555555555556,0.38611111111111107,North America
225,TV Show,Al Hayba,2017,7.3,1,0,0.0,0.8,Asia
227,TV Show,Cabins in the Wild with Dick Strawbridge,2017,6.7,1,0,0.4875,1.0,Europe
228,Movie,Cardboard Gangsters,2016,6.3,92,0,-0.65,0.75,Europe
229,Movie,Eeda,2018,7.1,153,0,0.15,0.275,Asia
230,Movie,Galih dan Ratna,2017,6.5,111,0,0.4840909090909091,0.6636363636363637,Asia
231,Movie,Gie,2005,7.6,141,0,0.175,0.375,Asia
234,TV Show,Inside The Freemasons,2017,5.4,1,0,0.0,0.125,Europe
235,Movie,Jugaad,2017,7.4,52,0,0.02,0.2,Unknown
239,Movie,Samantaral,2017,7.6,110,0,0.03333333333333333,0.6333333333333333,Asia
240,Movie,The Secret,2018,5.9,98,0,0.2833333333333333,0.75,Unknown
241,Movie,First They Killed My Father,2017,7.1,137,0,-0.5,0.75,Asia
243,Movie,Janaan,2016,6.8,132,0,0.1,0.4,Asia
244,Movie,Larceny,2017,6.3,87,0,-0.15555555555555556,0.2111111111111111,North America
245,Movie,Rumble,2016,5.9,92,0,0.4,0.23333333333333334,North America
246,Movie,Strong Island,2017,6.4,108,0,-0.16666666666666666,0.39999999999999997,North America
247,TV Show,The Five,2016,7.5,1,0,0.1,0.4,Europe
248,Movie,Natural Born Pranksters,2016,3.5,91,0,0.0,0.75,North America
249,Movie,Sample This,2012,6.4,83,0,0.45,0.95,North America
250,TV Show,Wartime Portraits,2014,6.3,1,0,0.3666666666666667,0.6666666666666666,Europe
251,Movie,Cowspiracy: The Sustainability Secret,2014,8.2,90,0,0.1255952380952381,0.44285714285714284,North America
254,Movie,We Have Always Lived in the Castle,2018,5.6,95,0,0.35,0.75,North America
257,Movie,Bleach,2018,6.3,109,0,0.122,0.2946666666666667,Asia
258,TV Show,Boca Juniors Confidential,2018,6.3,1,0,1.0,1.0,Unknown
259,TV Show,Car Masters: Rust to Riches,2018,8.4,1,0,0.15,0.25,Unknown
260,TV Show,Norm Macdonald Has a Show,2018,8.5,1,0,-0.14666666666666667,0.7816666666666666,North America
261,Movie,Still,2010,6.4,100,0,0.0,0.0,Asia
263,Movie,The Angel,2018,6.6,114,0,0.04999999999999999,0.45,Asia
264,Movie,The Land of Steady Habits,2018,6.2,98,0,0.19999999999999998,0.30000000000000004,North America
266,Movie,American Warfighter,2019,3.8,106,0,-0.05,0.23333333333333334,North America
267,Movie,Deviant Love,2019,3.5,87,0,-0.5,1.0,North America
268,Movie,Head Count,2018,5.4,90,0,-0.016666666666666677,0.48333333333333334,North America
269,Movie,"Hello, Privilege. It's Me, Chelsea",2019,4.5,65,0,0.15,0.25,North America
270,TV Show,Kabaneri of the Iron Fortress: The Battle of Unato,2019,6.7,1,0,0.0,0.0,Unknown
271,Movie,Locked on You,2018,6.2,105,0,0.26212121212121214,0.5515151515151515,Asia
272,TV Show,Marianne,2019,6.6,1,0,-0.075,0.575,Europe
273,TV Show,Monarca,2019,7.8,1,0,0.0,0.0,North America
274,Movie,Shanghai Fortress,2019,4.3,107,0,0.3375,0.7,Asia
275,Movie,Tall Girl,2019,5.2,103,0,0.22,0.37999999999999995,North America
276,Movie,Time Trap,2018,8.2,88,0,-0.1,0.325,North America
277,TV Show,Top Boy,2019,8.4,1,0,-0.1625,0.6,Europe
278,TV Show,Unbelievable,2019,6.1,1,0,0.11249999999999999,0.4041666666666667,North America
279,Movie,Reversing Roe,2018,7.5,100,0,0.0,0.1,North America
280,Movie,Ghost of the Mountains,2017,7.0,78,0,0.0,0.15,North America
281,Movie,Extremis,2016,8.2,25,0,0.0,0.0,North America
282,TV Show,The I-Land,2019,4.6,1,0,0.08333333333333334,0.7,North America
283,TV Show,"The Mind, Explained",2019,8.0,1,0,0.0,0.0,North America
284,Movie,Turbo,2013,6.8,96,0,1.0,1.0,North America
285,TV Show,Life,2018,7.6,1,0,0.13333333333333333,0.19999999999999998,Asia
287,Movie,Heroin(e),2017,6.8,40,0,-0.5,0.5,North America
288,Movie,Jeff Dunham: Relative Disaster,2017,6.4,71,0,-0.23333333333333334,0.3833333333333333,North America
289,TV Show,Daniel Sloss: Live Shows,2018,8.5,1,0,0.06375,0.58,North America
291,Movie,The Resistance Banker,2018,6.9,123,0,0.0,0.125,Europe
292,Movie,The Forgotten,2014,8.9,89,0,0.05568181818181818,0.2928030303030303,Europe
293,Movie,Bill Burr: Paper Tiger,2019,8.1,67,0,0.23928571428571427,0.31785714285714284,North America
294,Movie,Eat Pray Love,2010,5.8,140,0,0.5166666666666666,0.6166666666666667,North America
295,Movie,Evelyn,2019,7.2,96,0,0.0,0.325,Unknown
296,Movie,Our Godfather,2019,6.8,93,0,0.25,0.3333333333333333,Europe
297,TV Show,Terrace House: Tokyo 2019-2020,2019,7.4,1,0,0.225,0.43125,Unknown
298,Movie,"My Teacher, My Obsession",2018,4.4,86,0,-0.25,0.4,North America
299,Movie,68 Kill,2017,6.0,96,0,-0.35,1.0,North America
300,Movie,American Psycho,2000,7.5,102,0,0.35,0.55,North America
301,Movie,Dante's Peak,1997,7.8,108,0,0.0,0.625,North America
302,Movie,Elena,2012,9.0,81,0,-0.052727272727272734,0.2309090909090909,South America
303,Movie,First Kill,2017,5.0,102,0,-0.16666666666666666,0.43333333333333335,Europe
304,Movie,For the Birds,2018,6.8,93,0,0.6,1.0,North America
305,Movie,Igor,2008,7.4,87,0,0.095,0.93,North America
306,Movie,Just Friends,2005,7.2,94,0,0.25333333333333335,0.5133333333333333,Europe
308,Movie,Mokalik (Mechanic),2019,6.2,100,0,-0.04722222222222222,0.5583333333333333,Africa
309,Movie,Mr. Woodcock,2007,5.2,88,0,0.05333333333333334,0.37999999999999995,North America
310,Movie,My Sister's Keeper,2009,10.0,109,0,0.0,0.0,North America
311,Movie,Mystic River,2003,7.9,138,0,0.0,0.0,North America
313,Movie,Olmo & the Seagull,2014,7.2,82,0,0.19999999999999998,0.9666666666666667,Europe
314,Movie,Open Season,2006,8.2,86,0,0.15000000000000002,0.35000000000000003,North America
315,Movie,Phone Swap,2012,7.4,112,0,-0.125,0.375,Africa
316,Movie,Poseidon,2006,5.4,98,0,0.13636363636363635,0.45454545454545453,North America
317,Movie,Rachel Getting Married,2008,6.7,113,0,0.0,0.0,North America
319,Movie,Spookley the Square Pumpkin,2004,4.9,47,0,0.0,0.0,North America
320,Movie,Stripes,1981,8.2,106,0,0.25,0.65,North America
321,Movie,Superbad,2007,6.0,113,0,0.75,0.65,North America
322,Movie,The Bridge,2017,4.6,119,0,0.06666666666666665,0.6999999999999998,Africa
323,Movie,The CEO,2016,8.5,109,0,0.20909090909090908,0.4136363636363636,Africa
324,Movie,The Lake House,2006,7.1,98,0,-0.19999999999999998,0.475,North America
325,Movie,The Last Exorcism,2010,5.7,88,0,-0.075,0.5,Europe
326,Movie,The Saint,1997,5.2,116,0,-0.3333333333333333,0.5666666666666667,North America
329,TV Show,Transformers: Cyberverse,2018,6.6,1,0,-0.06666666666666667,0.6833333333333332,Unknown
330,Movie,Uncle Naji in UAE,2019,5.0,95,0,-0.16,0.33999999999999997,Asia
331,Movie,Used Goods,2018,4.3,95,0,0.0,0.0,Africa
332,Movie,You Don't Mess with the Zohan,2008,5.6,113,0,0.375,0.825,North America
333,TV Show,Age of Rebellion,2018,8.6,1,0,0.16,0.5399999999999999,Asia
334,Movie,Barça Dreams,2015,7.3,122,0,0.38749999999999996,0.7875000000000001,Europe
335,Movie,Brick,2005,6.6,110,0,-0.001333333333333342,0.4613333333333333,North America
336,Movie,Carbon,2017,7.2,104,0,0.0,0.0,Europe
337,Movie,Delirium,2018,7.0,96,0,-0.08787878787878789,0.4181818181818182,North America
338,Movie,Garbage,2018,3.7,109,0,-0.6,0.9,Asia
339,Movie,Hope Aur Hum,2018,6.3,95,0,0.1590909090909091,0.3386363636363636,Asia
341,Movie,Love and Shukla,2017,7.3,110,0,-0.1159090909090909,0.5136363636363637,Asia
342,Movie,Murder Party,2007,5.6,79,0,0.08333333333333333,0.41666666666666663,North America
343,Movie,Once Again,2018,4.8,101,0,-0.033333333333333326,0.5666666666666667,Asia
344,Movie,Pee Mak,2013,7.2,112,0,0.3,0.6625,Asia
345,TV Show,Sisters,2018,4.8,1,0,0.0,0.75,Oceania
347,Movie,Sparring,2017,6.4,94,0,0.0,0.15833333333333333,Europe
348,Movie,Stephanie,2017,6.7,86,0,-0.3,0.4666666666666666,North America
349,Movie,Terrifier,2017,5.6,84,0,-1.0,1.0,North America
350,Movie,The Keeping Hours,2017,6.3,95,0,0.0,0.35000000000000003,North America
351,Movie,The Perfect Day,2018,7.0,93,0,0.3,0.45999999999999996,Unknown
352,Movie,The Promise,2017,7.2,113,0,0.0,0.0,Asia
353,Movie,The River Wild,1994,7.2,111,0,-0.31851851851851853,0.5296296296296297,North America
354,TV Show,The Road to Calvary,2017,7.7,1,0,0.0,0.05,Europe
358,Movie,Aakhri Adaalat,1988,5.1,148,0,-0.23333333333333336,0.7333333333333334,Asia
360,TV Show,All About Love,2017,3.9,1,0,-0.1,0.425,Asia
361,Movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,7.7,92,0,0.0,0.25,Asia
362,Movie,Berserk: The Golden Age Arc III - The Advent,2013,7.8,107,0,0.05,0.2,Asia
363,Movie,Brother's Shadow,2006,6.1,90,0,-0.08787878787878789,0.3515151515151515,North America
364,Movie,Chadi Jawani Budhe Nu,1976,4.6,135,0,0.4,0.6,Asia
365,Movie,Concrete Football,2016,6.4,52,0,0.45,0.425,Europe
366,Movie,Ek Jaan Hain Hum,1983,6.3,151,0,0.4,0.7,Asia
368,TV Show,Gurren Lagann,2007,8.3,1,0,-0.03333333333333336,0.7666666666666666,Asia
369,TV Show,High Risk,1988,7.8,1,0,0.3333333333333333,1.0,North America
370,Movie,Incorruptible,2015,6.0,90,0,0.0,0.0,North America
374,Movie,Khoon Khoon,1973,5.1,132,0,-0.3351851851851852,0.6962962962962963,Asia
375,TV Show,LEGO Elves: Secrets of Elvendale,2017,6.8,1,0,0.17812499999999998,0.6,North America
376,Movie,Little Evil,2017,5.6,95,0,0.225,0.175,North America
377,Movie,Lorai: Play to Live,2015,7.0,155,0,-0.375,0.75,Asia
378,TV Show,Maniac,2015,7.7,1,0,-0.125,0.55,Europe
379,Movie,Manoranjan,1974,6.5,162,0,0.0,0.0,Asia
380,Movie,Mujrim,1989,5.4,163,0,-0.10714285714285715,0.5178571428571428,Asia
384,Movie,Naruto the Movie 2: Legend of the Stone of Gelel,2005,6.4,97,0,-0.325,0.5499999999999999,Asia
385,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,2006,6.4,95,0,0.05000000000000002,0.9,Asia
386,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,2004,6.6,83,0,0.0,0.0,Asia
388,Movie,Resurface,2017,6.9,28,0,0.0,0.0,North America
389,Movie,Rocco,2016,7.5,103,0,0.25,0.5,Europe
390,Movie,She's Gotta Have It,1986,6.7,84,0,-0.16666666666666666,0.3,North America
391,Movie,Sohni Mahiwal,1984,6.6,160,0,-0.35000000000000003,0.7,Asia
392,Movie,The Distinguished Citizen,2016,7.5,113,0,0.27777777777777773,0.6666666666666666,South America
393,Movie,The Drowning,2016,4.4,99,0,-0.16666666666666666,0.3333333333333333,North America
394,Movie,The Guardian Brothers,2016,5.4,86,0,0.0,0.0,Asia
395,Movie,The Last Shaman,2016,6.6,83,0,0.1,0.4,Europe
396,Movie,The Lost Brother,2017,6.5,113,0,-0.075,0.2,South America
397,TV Show,Tip the Mouse,2014,7.0,1,0,0.0031250000000000028,0.55,Europe
398,Movie,Todo Sobre El Asado,2016,6.5,86,0,0.0,0.875,South America
